150	6	293	349	4
132	286	158	308	45
127	307	154	330	104
279	316	305	345	128
331	378	369	430	129
402	490	491	530	116
1065	603	1179	688	125
1002	565	1096	635	146
951	536	1033	591	149
837	459	885	498	151
432	458	511	493	155
893	501	972	554	156
402	490	491	530	116
1065	603	1179	688	125
1002	565	1096	635	146
951	536	1033	591	149
837	459	885	498	151
432	458	511	493	155
893	501	972	554	156
141	8	555	472	5
402	490	491	530	116
1065	603	1179	688	125
1002	565	1096	635	146
951	536	1033	591	149
837	459	885	498	151
432	458	511	493	155
893	501	972	554	156
