277	273	300	298	3
362	368	395	399	21
224	225	232	232	47
305	305	339	339	60
328	330	374	376	63
254	275	269	292	39
222	252	232	261	40
306	344	339	381	46
309	15	430	358	2
389	9	505	358	6
228	69	326	347	9
0	23	639	473	1
215	272	235	305	22
329	370	371	424	38
278	311	301	338	45
305	342	339	385	52
255	275	268	294	60
243	261	255	276	62
1137	646	1277	719	1
981	549	1081	615	51
889	492	960	541	52
1050	592	1184	679	69
819	440	856	470	72
781	420	817	442	73
633	389	653	408	74
1137	646	1277	719	1
981	549	1081	615	51
889	492	960	541	52
1049	592	1185	679	69
819	440	856	470	71
781	420	817	442	72
633	389	653	408	73
233	58	380	443	1
1137	646	1277	719	1
981	549	1081	615	51
889	492	960	541	52
1049	592	1185	679	69
819	440	856	470	71
781	420	817	442	72
633	389	653	408	73
