224	115	593	474	2
256	240	261	250	16
61	379	69	396	34
267	255	271	266	35
223	260	228	270	36
100	568	132	650	12
793	435	823	456	24
100	568	132	650	30
359	239	402	282	1
295	37	459	451	9
36	12	611	479	1
91	96	476	476	1
1088	625	1248	717	1
789	426	825	456	34
673	391	698	413	36
103	570	129	648	46
1016	458	1066	491	48
1088	625	1247	717	1
789	426	825	456	34
673	391	698	413	36
103	570	129	648	46
1016	458	1066	491	48
219	154	589	479	1
1088	625	1247	717	1
789	426	825	456	34
673	391	698	413	36
103	570	129	648	46
1016	458	1066	491	48
