220	234	230	244	47
152	292	176	324	64
189	271	208	303	80
140	259	165	275	95
193	250	207	266	110
182	312	213	375	125
303	438	341	479	21
148	329	176	365	70
140	288	163	309	85
585	555	679	667	74
480	526	562	584	79
569	448	611	484	102
445	459	529	495	107
623	452	659	482	115
802	430	836	453	117
607	492	660	544	119
585	555	679	667	73
480	526	562	584	78
569	448	611	484	102
445	458	530	495	107
622	452	658	482	115
802	430	836	453	117
607	492	660	544	119
188	34	357	472	1
585	555	679	667	73
480	526	562	584	78
569	448	611	484	102
445	458	530	495	107
622	452	658	482	115
802	430	836	453	117
607	492	660	544	119
