41	2	227	291	2
101	5	280	404	4
337	383	373	438	30
124	294	154	320	45
111	320	144	348	104
267	298	284	321	126
291	332	320	365	128
368	423	393	449	129
310	354	344	400	135
362	511	460	557	116
1183	674	1264	719	125
1077	615	1199	703	146
997	569	1105	641	149
860	476	910	517	151
403	472	496	514	155
943	535	1026	590	156
591	422	616	440	160
362	511	460	557	116
1183	674	1264	719	125
1078	615	1200	703	146
997	569	1105	641	149
860	476	910	517	151
403	472	496	514	155
943	535	1026	590	156
591	422	616	440	160
100	14	579	478	5
362	511	460	557	116
1183	674	1264	719	125
1078	615	1200	703	146
997	569	1105	641	149
860	476	910	517	151
403	472	496	514	155
943	535	1026	590	156
591	422	616	440	160
