74	333	120	372	45
331	381	372	438	102
20	381	90	443	104
314	358	345	401	113
294	335	322	372	126
364	420	395	449	128
172	277	182	293	144
73	608	291	706	116
945	537	1033	597	151
239	533	388	597	155
1173	676	1260	719	156
606	449	649	492	159
558	441	590	468	160
1063	611	1190	702	162
1009	573	1104	641	164
885	486	986	560	169
588	416	612	435	170
73	608	291	706	116
945	537	1033	597	151
239	533	388	597	155
1173	676	1260	719	156
606	449	649	492	159
558	442	590	468	160
1063	611	1190	702	162
1009	573	1104	641	164
885	486	986	560	169
588	416	612	435	170
233	145	608	476	5
73	608	291	706	116
945	537	1033	597	151
239	533	388	597	155
1173	676	1260	719	156
606	449	649	492	159
558	442	590	468	160
1063	611	1190	702	162
1009	573	1104	641	164
885	486	986	560	169
588	416	612	435	170
