221	233	231	244	47
155	283	178	313	64
189	265	208	295	80
195	248	206	260	110
152	319	178	353	70
145	286	165	304	85
596	540	674	630	74
497	512	570	562	79
574	442	612	474	102
1141	647	1276	719	109
623	447	659	476	115
791	422	830	448	117
610	480	660	528	119
596	540	674	630	73
497	512	570	562	78
574	442	612	474	102
1141	647	1275	719	109
623	447	659	476	115
791	422	830	448	117
610	480	660	528	119
192	38	355	469	1
596	540	674	630	73
497	512	570	562	78
574	442	612	474	102
1141	647	1275	719	109
623	447	659	476	115
791	422	830	448	117
610	480	660	528	119
