454	225	624	475	2
96	262	101	273	10
89	285	94	296	34
990	576	1012	634	7
940	519	957	557	8
811	587	893	643	1
528	494	571	534	4
399	617	494	710	5
940	519	956	557	9
990	577	1012	634	21
252	326	280	357	1
123	343	155	393	9
164	274	179	297	15
252	368	279	401	4
163	308	179	334	6
122	387	155	442	9
358	238	402	281	1
232	49	331	272	6
252	367	279	403	1
242	289	256	310	27
149	131	542	474	1
88	111	94	123	44
808	587	895	646	1
389	616	496	710	6
520	492	570	535	10
784	464	818	497	20
988	573	1011	631	22
808	587	895	646	1
389	616	496	710	6
520	492	570	535	10
784	464	818	497	20
988	573	1011	631	22
99	201	494	476	1
808	587	895	646	1
389	616	496	710	6
520	492	570	535	10
784	464	818	497	20
988	573	1011	631	22
0	22	517	477	1
237	141	620	474	1
808	587	895	646	1
389	616	496	710	6
520	492	570	535	10
784	464	818	497	20
988	573	1011	631	22
