292	289	325	322	45
175	246	188	262	64
161	240	175	248	95
198	230	203	237	110
2	236	259	477	11
293	329	325	365	62
174	279	186	295	70
1212	690	1272	719	72
947	527	1038	582	73
559	444	597	471	79
596	409	625	431	102
789	514	810	573	104
506	425	562	447	107
909	498	981	548	109
1212	690	1272	719	71
948	527	1038	582	72
559	444	597	471	78
596	409	625	431	102
789	514	810	573	104
506	425	562	447	107
909	498	981	548	109
235	77	381	470	1
0	0	245	470	5
1212	690	1272	719	71
948	527	1038	582	72
559	444	597	471	78
596	409	625	431	102
789	514	810	573	104
506	425	562	447	107
909	498	981	548	109
