94	318	134	352	45
316	357	348	401	102
58	355	115	405	104
303	337	326	372	113
286	322	310	353	126
333	385	381	445	128
273	301	301	334	137
189	569	368	649	116
920	514	993	566	151
306	510	431	565	155
1074	613	1220	708	156
621	438	657	471	159
571	435	603	459	160
1011	569	1114	643	162
971	544	1047	599	164
189	569	368	649	116
920	514	993	566	151
306	510	431	565	155
1074	613	1220	708	156
621	438	657	471	159
571	435	603	459	160
1011	569	1114	643	162
971	544	1047	599	164
237	131	634	479	5
189	569	368	649	116
920	514	993	566	151
306	510	431	565	155
1074	613	1220	708	156
621	438	657	471	159
571	435	603	459	160
1011	569	1114	643	162
971	544	1047	599	164
