267	10	639	473	2
252	264	256	274	16
266	282	271	294	35
216	288	221	299	36
221	278	225	288	55
534	127	554	159	10
825	447	866	477	24
1131	489	1266	540	32
777	415	806	438	33
241	231	252	242	3
354	273	392	293	35
285	56	427	395	9
21	13	628	479	1
209	246	221	264	40
357	306	390	334	43
96	110	470	478	1
139	117	145	131	89
828	444	870	478	34
675	394	707	423	36
1147	489	1246	535	48
778	415	802	439	52
828	444	870	478	34
675	394	707	423	36
1147	489	1246	535	48
778	415	802	439	52
172	9	487	473	1
828	444	870	478	34
675	394	707	423	36
1147	489	1246	535	48
778	415	802	439	52
