221	233	231	244	47
158	278	180	306	64
195	245	206	257	110
190	348	206	382	22
344	392	393	449	38
154	314	179	345	70
147	285	164	302	85
602	528	671	608	74
503	502	576	552	79
576	438	614	469	102
461	451	538	484	107
1111	629	1260	719	109
808	695	824	719	111
602	528	671	608	73
503	502	576	552	78
576	438	614	469	102
461	451	538	484	107
1112	628	1260	719	109
808	695	824	719	111
200	37	361	470	1
602	528	671	608	73
503	502	576	552	78
576	438	614	469	102
461	451	538	484	107
1112	628	1260	719	109
808	695	824	719	111
