249	91	611	478	2
258	236	262	245	16
66	371	73	387	34
268	253	272	262	35
226	256	230	266	36
232	245	235	254	55
144	551	175	631	12
789	432	818	453	24
144	551	174	631	30
358	238	402	281	1
301	50	451	444	9
39	11	595	479	1
332	385	373	449	38
208	246	217	258	40
87	97	469	472	1
1053	615	1218	718	1
1057	610	1202	719	20
782	424	819	453	34
671	391	696	412	36
146	554	171	628	46
1053	615	1218	718	1
1057	610	1202	719	20
782	424	819	453	34
671	391	696	412	36
146	554	171	628	46
243	132	625	476	1
1053	615	1218	718	1
1057	610	1202	719	20
782	424	819	453	34
671	391	696	412	36
146	554	171	628	46
