191	144	452	477	2
264	228	268	236	16
77	349	83	364	34
270	241	275	251	35
248	236	252	245	45
237	235	240	243	55
951	555	1054	638	22
769	424	798	446	24
297	308	331	354	21
296	348	330	400	17
358	238	402	283	1
212	71	328	348	2
390	10	506	362	9
296	347	328	400	38
87	99	469	473	1
127	189	136	206	63
121	190	134	209	75
951	555	1055	641	20
762	417	800	447	34
671	389	694	410	36
951	555	1055	641	20
763	417	800	447	34
671	389	694	410	36
249	130	630	474	1
951	555	1055	641	20
763	417	800	447	34
671	389	694	410	36
