322	326	367	370	45
223	234	232	243	47
169	258	184	277	64
260	320	274	363	88
193	272	207	288	94
197	236	204	244	110
194	246	205	258	117
305	343	337	383	38
323	366	366	417	62
166	291	184	313	70
1036	586	1172	666	73
619	467	659	518	74
535	465	588	501	79
587	420	621	446	102
847	583	876	668	104
490	439	548	462	107
982	549	1076	610	109
733	557	762	632	111
1036	586	1172	666	72
619	467	659	518	73
535	465	588	501	78
587	420	621	446	102
847	583	876	668	104
490	439	548	462	107
982	549	1076	610	109
733	557	762	632	111
236	78	378	479	1
1036	586	1172	666	72
619	467	659	518	73
535	465	588	501	78
587	420	621	446	102
847	583	876	668	104
490	439	548	462	107
982	549	1076	610	109
733	557	762	632	111
