390	16	635	476	2
86	296	91	308	10
262	216	266	224	16
182	377	188	390	28
83	323	89	336	34
266	228	271	237	35
231	232	234	240	36
246	223	251	232	45
250	232	259	256	51
288	246	300	270	55
599	167	614	189	57
944	686	1018	719	1
756	419	778	438	24
295	382	322	399	1
270	281	292	312	21
292	430	323	449	12
270	316	293	352	17
358	238	402	283	1
87	96	486	475	1
864	505	933	565	20
748	414	780	438	34
666	388	688	409	36
663	630	693	691	38
942	685	1023	718	39
864	505	933	565	20
748	414	780	438	34
666	388	688	409	36
663	630	693	691	38
942	685	1023	718	39
134	113	627	477	1
864	505	933	565	20
748	414	780	438	34
666	388	688	409	36
663	631	693	691	38
942	685	1023	718	39
279	135	633	471	1
864	505	933	565	20
748	414	780	438	34
666	388	688	409	36
663	630	693	691	38
942	685	1023	718	39
