182	60	626	475	2
255	242	259	253	16
218	323	224	337	29
57	387	64	399	34
266	259	270	270	35
222	263	226	273	36
227	253	231	264	55
51	589	83	675	12
798	435	830	458	24
51	589	83	675	30
236	227	246	237	3
358	239	403	283	1
288	40	462	458	9
32	12	620	479	1
208	245	218	259	40
90	98	473	477	1
791	428	828	457	34
672	391	699	414	36
52	589	80	671	46
1031	461	1086	496	48
791	428	828	457	34
672	391	699	414	36
52	589	80	671	46
1031	461	1086	496	48
208	146	587	477	1
791	428	828	457	34
672	391	699	414	36
52	589	80	671	46
1031	461	1086	496	48
