446	198	633	474	2
168	323	172	332	7
96	263	101	274	10
89	286	94	297	34
997	579	1019	637	7
944	520	961	559	8
812	589	895	646	1
526	495	571	537	4
390	625	487	719	5
944	520	961	559	9
997	579	1019	637	21
782	467	821	497	22
253	327	280	358	1
121	348	154	399	9
163	274	179	298	15
251	369	280	402	4
163	308	179	335	6
120	390	154	447	9
245	292	255	311	17
358	238	402	280	1
236	50	332	261	6
0	1	639	476	1
253	368	281	404	1
160	308	179	335	22
243	289	256	311	27
164	132	559	477	1
293	213	312	235	35
249	157	259	175	38
88	112	94	124	44
811	589	896	648	1
385	624	490	716	6
519	494	568	537	10
785	464	820	498	20
994	574	1019	636	22
811	589	896	648	1
385	624	490	716	6
519	494	568	537	10
785	464	820	498	20
994	574	1019	636	22
99	201	493	476	1
811	589	896	648	1
385	624	490	716	6
519	494	568	537	10
785	464	820	498	20
994	574	1019	636	22
0	10	540	478	1
240	141	622	474	1
811	589	896	648	1
385	624	490	716	6
519	494	568	537	10
785	464	820	498	20
994	574	1019	636	22
