862	565	891	641	15
730	449	743	483	19
350	355	394	399	3
291	286	315	314	40
260	252	282	274	45
184	229	192	240	64
226	289	263	346	80
321	323	355	362	81
0	9	639	474	1
226	326	260	395	22
165	289	180	312	40
290	323	314	354	60
263	288	282	309	62
725	517	838	631	36
532	461	578	501	59
935	518	1005	568	72
839	456	899	496	73
631	403	658	435	74
1024	569	1141	653	77
1129	637	1256	719	78
588	415	614	434	79
863	564	891	640	80
725	517	838	631	36
532	461	578	501	59
935	518	1005	568	71
839	456	899	496	72
631	403	658	435	73
1024	569	1142	653	76
1129	637	1256	719	77
588	415	614	434	78
863	564	891	640	79
69	10	327	474	5
725	517	838	631	36
532	461	578	501	59
935	518	1005	568	71
839	456	899	496	72
631	403	658	435	73
1024	569	1142	653	76
1129	637	1256	719	77
588	415	614	434	78
863	564	891	640	79
