54	345	108	391	45
3	403	62	449	104
300	349	333	391	126
169	282	180	299	144
14	648	192	719	116
966	557	1067	626	151
174	554	346	627	155
592	463	640	511	159
543	448	580	479	160
1134	650	1244	719	162
1040	600	1159	684	164
911	507	1011	582	169
577	420	606	443	170
839	480	855	520	171
14	648	192	719	116
965	557	1067	626	151
174	554	346	627	155
591	463	639	512	159
543	448	580	479	160
1134	650	1244	719	162
1040	600	1159	684	164
911	507	1011	582	169
577	420	606	443	170
839	480	855	520	171
242	149	604	476	5
14	648	192	719	116
965	557	1067	626	151
174	554	346	627	155
591	463	639	512	159
543	448	580	479	160
1134	650	1244	719	162
1040	600	1159	684	164
911	507	1011	582	169
577	420	606	443	170
839	480	855	520	171
