169	309	173	321	7
98	257	102	269	10
259	191	261	197	16
182	309	188	321	23
188	308	192	319	28
90	278	94	290	34
954	559	975	612	7
915	513	931	548	8
797	576	878	627	1
540	483	581	521	4
453	574	522	641	5
915	513	930	548	9
954	559	975	612	21
248	321	275	348	1
139	318	164	356	9
167	269	182	289	15
247	361	276	392	4
167	302	182	325	6
139	359	164	400	9
358	239	403	282	1
267	62	354	274	6
31	79	594	474	1
248	359	275	392	1
165	303	180	325	22
82	126	477	477	1
957	277	988	297	1
1011	284	1040	303	4
92	191	101	209	26
173	149	183	164	28
795	574	879	628	1
444	574	519	642	6
534	483	578	522	10
953	555	974	610	22
795	574	879	628	1
444	574	519	642	6
534	483	578	522	10
952	555	974	610	22
795	574	879	628	1
444	574	519	642	6
534	483	578	522	10
953	555	974	610	22
10	163	442	475	1
241	140	622	474	1
795	574	879	628	1
444	574	519	642	6
534	483	578	522	10
952	555	974	610	22
