313	12	639	472	2
423	257	427	262	57
1211	550	1236	610	14
863	472	919	510	24
797	428	828	451	33
1213	550	1234	610	35
821	444	871	472	37
608	383	625	397	39
847	458	890	483	42
238	227	248	236	40
376	306	389	336	42
14	12	626	476	1
210	252	223	271	40
249	268	259	283	45
865	470	918	512	34
679	404	711	432	36
797	427	829	455	52
605	385	623	396	59
865	470	918	512	34
679	404	711	432	36
797	427	829	455	52
606	385	622	396	59
209	35	413	470	1
865	470	918	512	34
679	404	711	432	36
797	427	829	455	52
606	385	622	396	59
