35	6	633	472	3
148	262	172	285	45
328	370	368	424	60
138	290	163	307	104
149	340	173	383	109
450	462	519	492	116
1052	592	1177	680	117
482	542	556	612	123
955	529	1025	589	125
916	507	977	553	146
1002	562	1079	618	147
883	486	942	526	149
450	462	519	492	116
1052	592	1177	680	117
482	542	556	612	123
955	529	1025	589	125
916	507	977	553	146
1002	562	1079	618	147
883	486	942	526	149
258	13	639	472	5
450	462	519	492	116
1052	592	1177	680	117
482	542	556	612	123
955	529	1025	589	125
916	507	977	553	146
1002	562	1079	618	147
883	486	942	526	149
