781	479	799	529	15
363	378	399	399	35
267	259	284	278	40
249	239	266	256	45
226	227	233	235	47
186	223	193	231	64
266	291	284	313	39
248	269	266	288	52
0	46	639	473	1
219	288	243	332	22
178	267	187	280	40
305	347	340	391	45
267	291	282	313	60
703	463	771	531	36
1183	678	1264	719	51
983	558	1086	627	52
571	423	602	446	59
858	465	906	504	72
805	435	846	463	73
633	394	656	415	74
905	496	969	544	77
947	524	1023	579	78
782	480	798	526	80
703	463	771	531	36
1183	678	1264	719	51
983	558	1086	627	52
571	423	602	446	59
858	465	906	504	71
805	435	846	463	72
633	394	656	415	73
905	496	969	544	76
947	524	1023	578	77
782	480	798	526	79
210	57	345	407	1
703	463	771	531	36
1183	678	1264	719	51
983	558	1086	627	52
571	423	602	446	59
858	465	906	504	71
805	435	846	463	72
633	394	656	415	73
905	496	969	544	76
947	524	1023	578	77
782	480	798	526	79
