443	37	639	475	2
266	259	285	280	3
249	239	262	252	40
241	230	251	240	45
225	223	231	230	47
321	361	359	414	17
266	292	285	315	32
223	251	232	259	40
357	25	471	360	2
284	39	391	342	6
36	80	597	475	1
214	265	230	292	22
302	333	330	373	38
267	294	285	317	45
284	316	312	348	52
1023	577	1146	660	34
689	420	738	467	36
921	506	996	557	51
856	467	913	509	52
971	538	1056	596	69
803	429	834	456	72
1023	577	1146	660	34
689	420	738	468	36
921	506	996	557	51
856	467	913	509	52
970	538	1057	596	69
803	429	834	456	71
471	146	492	168	3
1023	577	1146	660	34
689	420	738	468	36
921	506	996	557	51
856	467	913	509	52
970	538	1057	596	69
803	429	834	456	71
