742	444	752	474	15
339	349	386	399	21
253	243	266	257	40
224	224	232	231	47
252	273	265	289	39
223	252	232	260	40
297	332	326	365	46
307	20	424	355	2
388	9	509	358	6
207	66	322	346	9
17	73	624	473	1
215	268	234	300	22
314	352	352	402	38
273	303	293	329	45
295	330	327	369	52
254	274	264	289	60
1092	626	1254	717	1
1083	618	1242	719	34
953	531	1041	590	51
876	483	938	527	52
1012	566	1126	640	69
814	436	845	462	72
775	415	809	437	73
1092	626	1254	717	1
1083	618	1242	719	34
953	531	1041	590	51
876	483	938	527	52
1012	566	1127	640	69
814	436	845	462	71
775	415	809	437	72
288	63	430	448	1
1092	626	1254	717	1
1083	618	1242	719	34
953	531	1041	590	51
876	483	938	527	52
1012	566	1127	640	69
814	436	845	462	71
775	415	809	437	72
