171	289	175	298	7
100	247	105	258	10
188	291	192	301	28
182	265	185	274	29
899	539	915	577	7
777	555	853	597	1
560	468	592	496	4
511	520	555	563	5
1201	560	1279	608	18
900	539	914	577	21
758	458	787	480	22
242	309	267	331	1
158	289	174	312	9
241	348	267	372	4
159	327	174	352	9
268	49	333	234	6
303	41	365	239	7
3	76	563	473	1
240	347	267	374	1
378	352	399	379	4
173	292	185	311	22
132	94	546	479	1
999	272	1031	293	4
2	350	40	374	13
1096	313	1123	336	14
300	164	314	181	6
236	199	257	222	13
774	554	852	597	1
507	518	558	563	6
557	467	591	496	10
1218	565	1276	609	11
760	455	787	480	20
774	554	852	597	1
507	518	558	563	6
557	467	591	496	10
1218	565	1276	609	11
760	455	787	480	20
93	203	479	476	1
774	554	852	597	1
507	518	558	563	6
557	467	591	496	10
1218	565	1276	609	11
760	455	787	480	20
26	161	427	476	1
184	156	537	474	1
774	554	852	597	1
507	518	558	563	6
557	467	591	496	10
1218	565	1276	609	11
760	455	787	480	20
