559	174	574	192	206
136	205	192	283	9
179	188	212	261	16
0	383	68	446	45
284	322	317	365	60
324	386	370	448	126
296	337	343	400	137
155	293	171	317	144
1037	617	1182	714	151
0	615	214	713	155
533	505	612	591	159
501	468	549	508	160
958	540	1095	643	169
551	434	583	459	170
847	489	863	534	171
918	514	1010	584	174
1037	617	1182	714	151
0	615	214	713	155
533	505	612	591	159
501	468	549	508	160
958	540	1095	643	169
551	434	583	459	170
847	489	863	534	171
918	514	1010	584	174
249	149	600	474	5
1037	617	1182	714	151
0	615	214	713	155
533	505	612	591	159
501	468	549	508	160
958	540	1095	643	169
551	434	583	459	170
847	489	863	534	171
918	514	1010	584	174
