170	300	175	310	7
99	254	103	263	10
258	188	260	194	16
182	301	187	312	23
188	300	193	310	28
926	551	943	593	7
896	507	910	539	8
788	567	863	611	1
549	475	587	509	4
485	543	541	598	5
896	507	910	539	9
926	551	943	593	21
244	314	271	340	1
151	302	170	331	9
171	264	184	282	15
243	354	272	382	4
170	297	185	317	6
151	341	170	373	9
357	240	403	283	1
274	62	344	257	6
23	78	567	474	1
244	353	271	383	1
169	297	183	319	22
134	92	551	479	1
952	273	986	293	1
1005	277	1038	299	4
312	174	327	192	6
267	178	283	196	8
253	222	269	239	13
175	138	185	153	28
783	564	867	614	1
483	543	541	596	6
547	476	584	509	10
767	457	797	485	20
921	540	942	594	22
783	564	867	614	1
483	543	541	596	6
547	476	584	509	10
767	457	797	485	20
921	540	942	594	22
109	203	487	477	1
783	564	867	614	1
483	543	541	596	6
547	476	584	509	10
767	457	797	485	20
921	540	942	594	22
16	164	439	475	1
241	137	616	473	1
783	564	867	614	1
483	543	541	596	6
547	476	584	509	10
767	457	797	485	20
921	540	942	594	22
