163	357	169	369	7
262	205	265	211	16
181	345	187	359	23
186	344	192	358	28
172	303	177	314	29
88	303	93	314	34
1152	644	1183	719	7
1037	548	1057	598	8
856	627	956	701	1
462	539	530	603	4
1037	548	1057	598	9
1152	644	1183	719	21
267	347	300	389	1
143	299	166	334	15
253	266	269	287	21
266	391	300	438	4
143	337	167	376	6
253	299	268	323	17
358	239	403	283	1
86	155	109	171	2
0	0	562	472	1
267	391	299	440	1
141	336	167	377	22
253	298	268	324	27
285	326	299	362	30
67	98	484	475	1
160	217	174	238	28
272	206	282	226	38
244	209	264	233	57
242	166	258	183	58
112	169	125	183	59
189	148	198	163	63
858	629	957	704	1
459	540	531	603	10
814	476	859	519	20
1158	647	1185	719	22
917	520	956	579	25
1035	544	1057	596	29
858	629	957	704	1
459	540	531	603	10
814	476	859	519	20
1158	647	1185	719	22
917	520	956	579	25
1035	544	1057	596	29
116	201	481	476	1
858	629	957	704	1
459	540	531	603	10
814	476	859	519	20
1158	647	1185	719	22
917	521	957	579	25
1035	544	1057	596	29
37	7	500	473	1
285	136	639	472	1
858	629	957	704	1
459	540	531	603	10
814	476	859	519	20
1158	647	1185	719	22
917	520	956	579	25
1035	544	1057	596	29
