148	298	174	332	64
188	277	208	310	80
192	254	207	271	110
180	323	213	392	125
297	439	334	479	21
145	336	174	376	70
138	289	163	313	85
576	579	683	710	74
472	537	559	600	79
566	452	609	488	102
440	462	524	499	107
620	457	659	491	115
553	400	584	420	116
802	430	840	456	117
604	500	661	557	119
718	479	735	513	121
576	579	683	710	73
472	537	559	600	78
566	452	609	488	102
440	462	525	499	107
620	457	659	491	115
553	400	584	420	116
802	430	840	456	117
604	500	661	557	119
718	479	735	513	121
188	37	356	467	1
576	579	683	710	73
472	537	559	600	78
566	452	609	488	102
440	462	525	499	107
620	457	659	491	115
553	400	584	420	116
802	430	840	456	117
604	500	661	557	119
718	479	735	513	121
